date,time,workerId,activitySource,activitySequence,activity,locationId,shelfId,shelfTray,itemId,itemNum,activityNotes,Position_x,Position_y,temperature,humidity,calorie,heartrate,step
2016/2/17,14:06:14,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:15,1,,,,,,,,,,,,22.84,33,,,
2016/2/17,14:06:15,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:16,1,,,,,,,,,,,,22.84,33,,,
2016/2/17,14:06:16,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:17,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:17,1,,,,,,,,,,,,22.84,33,,,
2016/2/17,14:06:18,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:18,1,,,,,,,,,,,,22.84,33,,,
2016/2/17,14:06:19,1,,,,,,,,,,,,22.84,33,,,
2016/2/17,14:06:20,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:20,1,,,,,,,,,,,,22.84,33,,,
2016/2/17,14:06:21,1,,,,,,,,,,,,22.84,33,,,
2016/2/17,14:06:21,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:22,1,,,,,,,,,,,,22.84,32.96,,,
2016/2/17,14:06:23,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:23,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:24,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:24,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:25,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:25,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:26,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:26,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:27,1,,,,,,,,,,,,22.84,33,,,
2016/2/17,14:06:28,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:29,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:29,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:30,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:31,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:31,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:32,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:33,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:34,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:35,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:35,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:36,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:36,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:37,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:37,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:38,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:38,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:39,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:39,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:40,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:40,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:41,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:41,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:42,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:43,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:43,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:44,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:44,1,,,,,,,,,,,,,,0,0,0
2016/2/17,14:06:45,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:45,1,,,,,,,,,,,,,,1,255,0
2016/2/17,14:06:46,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:47,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:48,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:48,1,,,,,,,,,,,,,,1,255,0
2016/2/17,14:06:49,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:50,1,,,,,,,,,,,,,,1,255,0
2016/2/17,14:06:50,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:51,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:51,1,,,,,,,,,,,,,,1,255,0
2016/2/17,14:06:52,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:53,1,,,,,,,,,,,,,,1,255,0
2016/2/17,14:06:53,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:54,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:54,1,,,,,,,,,,,,,,1,255,0
2016/2/17,14:06:55,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:55,1,,,,,,,,,,,,,,1,255,0
2016/2/17,14:06:56,1,,,,,,,,,,,,,,1,255,0
2016/2/17,14:06:56,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:57,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:58,1,,,,,,,,,,,,,,1,255,0
2016/2/17,14:06:58,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:06:59,1,,,,,,,,,,,,,,1,255,0
2016/2/17,14:06:59,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:00,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:01,1,,,,,,,,,,,,,,1,255,0
2016/2/17,14:07:01,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:02,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:02,1,,,,,,,,,,,,,,1,255,0
2016/2/17,14:07:03,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:04,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:05,1,,,,,,,,,,,,,,1,0,0
2016/2/17,14:07:05,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:06,1,,,,,,,,,,,,,,1,0,0
2016/2/17,14:07:06,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:07,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:08,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:09,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:10,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:11,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:12,1,,,,,,,,,,,,,,1,0,0
2016/2/17,14:07:12,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:13,1,,,,,,,,,,,,,,1,0,0
2016/2/17,14:07:13,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:14,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:14,1,,,,,,,,,,,,,,1,0,0
2016/2/17,14:07:15,1,,,,,,,,,,,,,,1,0,0
2016/2/17,14:07:15,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:16,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:17,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:18,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:19,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:19,1,,,,,,,,,,,,,,2,109,0
2016/2/17,14:07:20,1,,,,,,,,,,,,,,2,109,0
2016/2/17,14:07:20,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:21,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:21,1,,,,,,,,,,,,,,2,107,0
2016/2/17,14:07:22,1,,,,,,,,,,,,,,2,107,0
2016/2/17,14:07:22,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:23,1,,,,,,,,,,,,,,2,107,0
2016/2/17,14:07:23,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:24,1,,,,,,,,,,,,,,2,107,0
2016/2/17,14:07:24,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:25,1,,,,,,,,,,,,,,3,106,0
2016/2/17,14:07:25,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:26,1,,,,,,,,,,,,,,3,106,0
2016/2/17,14:07:26,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:27,1,,,,,,,,,,,,,,3,106,0
2016/2/17,14:07:27,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:28,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:29,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:29,1,,,,,,,,,,,,,,3,106,0
2016/2/17,14:07:30,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:30,1,,,,,,,,,,,,,,3,106,0
2016/2/17,14:07:31,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:32,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:33,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:34,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:35,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:35,1,,,,,,,,,,,,,,3,106,0
2016/2/17,14:07:36,1,,,,,,,,,,,,,,3,106,0
2016/2/17,14:07:36,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:37,1,,,,,,,,,,,,,,4,106,0
2016/2/17,14:07:37,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:38,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:38,1,,,,,,,,,,,,,,4,106,0
2016/2/17,14:07:39,1,,,,,,,,,,,,,,4,106,0
2016/2/17,14:07:39,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:40,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:41,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:42,1,,,,,,,,,,,,,,4,117,0
2016/2/17,14:07:42,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:43,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:43,1,,,,,,,,,,,,,,4,117,0
2016/2/17,14:07:44,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:44,1,,,,,,,,,,,,,,4,116,0
2016/2/17,14:07:45,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:46,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:46,1,,,,,,,,,,,,,,4,116,0
2016/2/17,14:07:47,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:48,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:49,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:49,1,,,,,,,,,,,,,,4,116,0
2016/2/17,14:07:50,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:51,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:52,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:52,1,,,,,,,,,,,,,,4,116,0
2016/2/17,14:07:53,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:53,1,,,,,,,,,,,,,,4,113,0
2016/2/17,14:07:54,1,,,,,,,,,,,,,,4,113,0
2016/2/17,14:07:54,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:55,1,,,,,,,,,,,,,,4,113,0
2016/2/17,14:07:55,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:56,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:56,1,,,,,,,,,,,,,,4,113,0
2016/2/17,14:07:57,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:57,1,,,,,,,,,,,,,,5,111,0
2016/2/17,14:07:58,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:07:58,1,,,,,,,,,,,,,,5,111,0
2016/2/17,14:07:59,1,,,,,,,,,,,,,,5,111,0
2016/2/17,14:07:59,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:00,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:00,1,,,,,,,,,,,,,,5,111,0
2016/2/17,14:08:01,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:02,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:02,1,,,,,,,,,,,,,,5,110,0
2016/2/17,14:08:03,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:03,1,,,,,,,,,,,,,,5,110,0
2016/2/17,14:08:04,1,,,,,,,,,,,,,,5,110,0
2016/2/17,14:08:04,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:05,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:05,1,,,,,,,,,,,,,,5,109,0
2016/2/17,14:08:06,1,,,,,,,,,,,,,,5,109,0
2016/2/17,14:08:06,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:07,1,,,,,,,,,,,,,,5,109,0
2016/2/17,14:08:07,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:08,1,,,,,,,,,,,,,,5,109,0
2016/2/17,14:08:08,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:09,1,,,,,,,,,,,,,,6,127,0
2016/2/17,14:08:09,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:10,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:10,1,,,,,,,,,,,,,,6,127,0
2016/2/17,14:08:11,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:12,1,,,,,,,,,,,,,,6,127,0
2016/2/17,14:08:12,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:13,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:13,1,,,,,,,,,,,,,,6,127,0
2016/2/17,14:08:14,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:14,1,,,,,,,,,,,,,,6,127,0
2016/2/17,14:08:15,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:16,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:16,1,,,,,,,,,,,,,,6,123,0
2016/2/17,14:08:17,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:18,1,,,,,,,,,,,,,,6,118,0
2016/2/17,14:08:18,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:19,1,,,,,,,,,,,,,,6,118,0
2016/2/17,14:08:19,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:20,1,,,,,,,,,,,,,,6,118,0
2016/2/17,14:08:20,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:21,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:21,1,,,,,,,,,,,,,,7,116,0
2016/2/17,14:08:22,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:23,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:24,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:24,1,,,,,,,,,,,,,,7,116,0
2016/2/17,14:08:25,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:25,1,,,,,,,,,,,,,,7,115,0
2016/2/17,14:08:26,1,,,,,,,,,,,,,,7,115,0
2016/2/17,14:08:26,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:27,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:27,1,,,,,,,,,,,,,,7,115,0
2016/2/17,14:08:28,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:28,1,,,,,,,,,,,,,,7,115,0
2016/2/17,14:08:29,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:29,1,,,,,,,,,,,,,,7,115,0
2016/2/17,14:08:30,1,,,,,,,,,,,,,,7,115,0
2016/2/17,14:08:30,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:31,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:32,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:32,1,,,,,,,,,,,,,,7,115,0
2016/2/17,14:08:33,1,,,,,,,,,,,,,,7,103,0
2016/2/17,14:08:33,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:34,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:35,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:35,1,,,,,,,,,,,,,,7,103,0
2016/2/17,14:08:36,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:37,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:38,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:38,1,,,,,,,,,,,,,,7,102,0
2016/2/17,14:08:39,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:39,1,,,,,,,,,,,,,,7,102,0
2016/2/17,14:08:40,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:40,1,,,,,,,,,,,,,,7,102,0
2016/2/17,14:08:41,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:41,1,,,,,,,,,,,,,,8,104,0
2016/2/17,14:08:42,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:43,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:44,1,,,,,,,,,,,,,,8,109,0
2016/2/17,14:08:44,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:45,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:46,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:46,1,,,,,,,,,,,,,,8,109,0
2016/2/17,14:08:47,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:47,1,,,,,,,,,,,,,,8,109,0
2016/2/17,14:08:48,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:49,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:50,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:50,1,,,,,,,,,,,,,,8,105,0
2016/2/17,14:08:51,1,,,,,,,,,,,,,,8,105,0
2016/2/17,14:08:51,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:52,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:52,1,,,,,,,,,,,,,,8,105,0
2016/2/17,14:08:53,1,,,,,,,,,,,,,,8,103,0
2016/2/17,14:08:53,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:54,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:55,1,,,,,,,,,,,,,,8,103,0
2016/2/17,14:08:55,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:56,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:57,1,,,,,,,,,,,,,,9,102,0
2016/2/17,14:08:57,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:58,1,,,,,,,,,,,,,,9,102,0
2016/2/17,14:08:58,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:08:59,1,,,,,,,,,,,,,,9,102,0
2016/2/17,14:08:59,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:00,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:01,1,,,,,,,,,,,,,,9,100,0
2016/2/17,14:09:01,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:02,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:03,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:03,1,,,,,,,,,,,,,,9,100,0
2016/2/17,14:09:04,1,,,,,,,,,,,,,,9,100,0
2016/2/17,14:09:04,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:05,1,,,,,,,,,,,,,,9,98,0
2016/2/17,14:09:05,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:06,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:07,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:07,1,,,,,,,,,,,,,,9,98,0
2016/2/17,14:09:08,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:08,1,,,,,,,,,,,,,,9,98,0
2016/2/17,14:09:09,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:09,1,,,,,,,,,,,,,,9,96,0
2016/2/17,14:09:10,1,,,,,,,,,,,,,,9,96,0
2016/2/17,14:09:10,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:11,1,,,,,,,,,,,,,,9,96,0
2016/2/17,14:09:11,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:12,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:12,1,,,,,,,,,,,,,,9,96,0
2016/2/17,14:09:13,1,,,,,,,,,,,,,,10,104,0
2016/2/17,14:09:13,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:14,1,,,,,,,,,,,,,,10,104,0
2016/2/17,14:09:14,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:15,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:15,1,,,,,,,,,,,,,,10,104,0
2016/2/17,14:09:16,1,,,,,,,,,,,,,,10,105,0
2016/2/17,14:09:16,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:17,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:18,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:19,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:20,1,,,,,,,,,,,,22.84,32.81,,,
2016/2/17,14:09:20,1,,,,,,,,,,,,,,10,105,0
2016/2/17,14:09:21,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:22,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:23,1,,,,,,,,,,,,,,10,104,0
2016/2/17,14:09:23,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:24,1,,,,,,,,,,,,,,10,104,0
2016/2/17,14:09:24,1,,,,,,,,,,,,22.84,32.91,,,
2016/2/17,14:09:25,1,,,,,,,,,,,,22.84,32.86,,,
